Events,results,white_elo,black_elo,white_rating_diff,black_rating_diff,ecos,openings,time_control,termination,game_id
Rated Blitz game,0-1,1650,1954,-4,36,C41,Philidor Defense,180+0,Time forfeit,14053
Rated Blitz game,1-0,1809,1969,16,-17,D07,Queen's Gambit Refused: Chigorin Defense,180+0,Normal,14060
Rated Blitz game,1-0,1806,1990,14,-137,B27,Sicilian Defense: Hyperaccelerated Dragon,180+0,Time forfeit,14072
Rated Blitz game,1-0,2068,2042,11,-10,C29,"Vienna Game: Vienna Gambit, Steinitz Variation",300+0,Normal,14083
Rated Bullet game,1-0,1976,1625,3,-3,C02,French Defense: Advance Variation #2,120+0,Normal,14095
Rated Blitz game,1-0,2032,2079,12,-13,B00,St. George Defense,300+0,Time forfeit,14112
Rated Bullet game,0-1,1622,1979,-2,2,A00,Van't Kruijs Opening,120+0,Normal,14115
Rated Bullet game,1-0,1981,1725,5,-5,C00,French Defense: Normal Variation,120+0,Normal,14128
Rated Bullet game,0-1,1806,2062,-5,4,B32,Sicilian Defense: Loewenthal Variation,120+0,Normal,14133
Rated Bullet game,0-1,1720,1986,-4,4,B20,Sicilian Defense: Bowdler Attack,120+0,Normal,14136
Rated Classical game,0-1,1824,1953,-8,41,C45,Scotch Game: Schmidt Variation,300+8,Normal,14141
Rated Bullet game,0-1,1716,1990,-4,4,B20,Sicilian Defense: Bowdler Attack,120+0,Normal,14142
Rated Bullet game,1-0,2066,1801,5,-5,D35,Queen's Gambit Declined: Normal Defense,120+0,Normal,14143
Rated Blitz game,1-0,2066,2044,11,-10,C02,"French Defense: Advance Variation, Nimzowitsch Attack",300+0,Normal,14144
Rated Classical game,0-1,2008,1816,-37,17,E76,"King's Indian Defense: Four Pawns Attack, Dynamic Attack",300+8,Normal,14172
Rated Bullet game,1-0,1989,1558,12,-2,D00,Queen's Pawn Game: Levitsky Attack,60+0,Normal,14215
Rated Bullet game,0-1,2001,2071,-48,10,A43,Old Benoni Defense,60+0,Normal,14222
Rated Bullet game,1-0,2081,1953,8,-34,D10,Slav Defense #2,60+0,Normal,14230
Rated Bullet game,1-0,1758,1975,16,-89,C00,French Defense: Franco-Hiva Gambit II,0+1,Normal,14243
Rated Bullet game,1/2-1/2,2089,2077,-1,0,A52,Budapest Defense,120+0,Normal,14245
Rated Bullet game,1-0,1994,1855,7,-7,C02,French Defense: Advance Variation #3,60+0,Normal,14263
Rated Bullet game,0-1,2077,2088,-11,12,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,120+0,Time forfeit,14267
Rated Bullet game,1-0,1848,2001,16,-16,B40,Sicilian Defense: Delayed Alapin Variation,60+0,Time forfeit,14273
Rated Bullet game,0-1,2100,2066,-13,12,A85,Dutch Defense: Queen's Knight Variation,120+0,Normal,14292
Rated Bullet game,1-0,2078,2087,12,-13,A30,English Opening: Symmetrical Variation,120+0,Time forfeit,14316
Rated Bullet game,1-0,2074,2090,13,-12,A40,Polish Defense,120+0,Normal,14347
Rated Bullet game,0-1,2078,2087,-10,11,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,120+0,Normal,14377
Rated Bullet game,0-1,1693,2108,-2,3,B15,Caro-Kann Defense: Gurgenidze System,120+0,Time forfeit,14466
Rated Bullet game,0-1,1691,2111,-2,2,C00,French Defense: Normal Variation,120+0,Normal,14489
Rated Bullet game,0-1,2113,1689,-25,23,D05,Rubinstein Opening,120+0,Time forfeit,14494
Rated Bullet game,1-0,2068,1703,2,-2,C41,Philidor Defense: Exchange Variation,60+2,Normal,14544
Rated Bullet game,0-1,2088,2070,-14,12,D02,Queen's Pawn Game: Zukertort Variation,60+1,Normal,14589
Rated Bullet game,0-1,1484,2074,-1,1,D00,Queen's Pawn Game #2,120+0,Normal,14605
Rated Bullet game,0-1,2082,2075,-12,13,B06,Modern Defense: Two Knights Variation,60+1,Normal,14618
Rated Bullet game,1-0,2088,2070,13,-10,D02,Queen's Pawn Game: Zukertort Variation,60+1,Normal,14633
Rated Bullet game,1/2-1/2,2060,2101,1,-1,B10,Caro-Kann Defense,60+1,Normal,14644
Rated Bullet game,1-0,2100,2061,11,-9,D30,Semi-Slav Defense: Quiet Variation,60+1,Normal,14664
Rated Bullet game,1-0,2098,1842,5,-5,D35,Queen's Gambit Declined: Normal Defense,60+0,Time forfeit,14756
Rated Bullet game,0-1,1837,2103,-4,4,B45,"Sicilian Defense: Paulsen Variation, Normal Variation",60+0,Normal,14766
Rated Bullet game,1-0,2107,1833,5,-4,D35,Queen's Gambit Declined: Normal Defense,60+0,Time forfeit,14775
Rated Bullet game,0-1,1829,2112,-4,4,B32,Sicilian Defense: Loewenthal Variation,60+0,Normal,14787
Rated Bullet game,1-0,2116,1825,4,-4,B14,Caro-Kann Defense: Panov Attack,60+0,Normal,14800
Rated Bullet game,0-1,1817,2120,-4,3,A43,Old Benoni Defense,60+0,Normal,14815
Rated Blitz game,0-1,1927,2146,-5,5,B00,Owen Defense,180+0,Normal,14847
Rated Blitz game,0-1,1801,2151,-3,3,B20,Sicilian Defense: Bowdler Attack,180+0,Normal,14911
Rated Blitz game,1-0,2154,1798,2,-3,C02,French Defense: Advance Variation,180+0,Normal,14935
Rated Blitz game,0-1,1795,2156,-2,3,B20,Sicilian Defense: Bowdler Attack,180+0,Normal,14947
Rated Blitz game,1-0,2159,1793,3,-3,C02,French Defense: Advance Variation,180+0,Normal,14969
Rated Blitz game,0-1,1790,2162,-2,2,B20,Sicilian Defense: Bowdler Attack,180+0,Time forfeit,14989
Rated Blitz game,1-0,1926,2164,18,-19,B00,Owen Defense,180+0,Time forfeit,15149
Rated Bullet game,0-1,1712,2363,-1,1,A10,English Opening,60+0,Time forfeit,15300
Rated Bullet game,1-0,2364,1716,2,-7,A46,Torre Attack #2,60+0,Time forfeit,15315
Rated Bullet game,1-0,2366,1813,2,-1,A00,Mieses Opening,60+0,Normal,15319
Rated Bullet game,0-1,1812,2368,-1,2,B07,Pirc Defense #4,60+0,Time forfeit,15322
Rated Bullet game,1-0,2370,1768,2,-7,A00,Mieses Opening,60+0,Normal,15330
Rated Bullet game,0-1,1535,2372,0,0,B07,Pirc Defense #4,60+0,Normal,15337
Rated Bullet game,1-0,2372,1115,0,0,A00,Mieses Opening,60+0,Time forfeit,15341
Rated Bullet game,0-1,1115,2372,0,0,A00,Van't Kruijs Opening,60+0,Normal,15344
Rated Bullet game,1-0,2372,1662,1,0,A00,Mieses Opening,60+0,Normal,15376
Rated Classical game,0-1,1753,2176,-3,20,B30,Sicilian Defense: Old Sicilian,900+0,Normal,15495
Rated Blitz game,1-0,1752,2244,171,-24,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",180+0,Time forfeit,15657
Rated Blitz game,0-1,1923,2220,-25,4,B45,Sicilian Defense: Four Knights Variation,180+0,Normal,15667
Rated Blitz game,0-1,2177,1704,-31,44,A04,Zukertort Opening: Slav Invitation,300+0,Normal,15758
Rated Blitz game,1-0,2177,1795,3,-3,D11,Slav Defense: Modern Line,180+0,Normal,15761
Rated Blitz game,0-1,2180,1792,-30,20,A04,Zukertort Opening: Sicilian Invitation,180+0,Normal,15768
Rated Blitz game,0-1,1812,2150,-3,4,C00,French Defense: La Bourdonnais Variation,180+0,Normal,15778
Rated Blitz game,1-0,2154,1809,4,-3,A04,Zukertort Opening: Slav Invitation,180+0,Normal,15780
Rated Blitz game,0-1,1806,2158,-2,4,C00,French Defense: La Bourdonnais Variation,180+0,Normal,15787
Rated Blitz game,1-0,2162,1804,4,-3,A04,Zukertort Opening: Slav Invitation,180+0,Normal,15790
Rated Bullet game,0-1,1748,2063,-3,4,B07,Pirc Defense #4,60+0,Time forfeit,15820
Rated Bullet game,1-0,2052,1867,5,-8,C00,French Defense: Knight Variation,60+0,Time forfeit,15920
Rated Bullet game,1-0,2052,1817,4,-5,A02,Bird Opening,60+0,Normal,15923
Rated Bullet game,0-1,1812,2056,-4,5,A00,Van't Kruijs Opening,60+0,Normal,15927
Rated Bullet game,1-0,2056,1812,5,-4,A13,English Opening: Agincourt Defense,60+0,Normal,15929
Rated Bullet game,1-0,1808,2061,18,-18,D31,Semi-Slav Defense: Accelerated Move Order,60+0,Time forfeit,15932
Rated Bullet game,1-0,2123,1591,2,-1,A40,Englund Gambit,120+0,Normal,16128
Rated Bullet game,0-1,2125,1590,-25,22,D02,Queen's Gambit Refused: Baltic Defense,120+0,Normal,16134
Rated Bullet game,1-0,1612,2100,21,-24,B30,Sicilian Defense: Old Sicilian,120+0,Normal,16141
Rated Bullet game,1-0,2076,1633,2,-2,A40,Englund Gambit Complex Declined,120+0,Normal,16146
Rated Bullet game,0-1,1631,2078,-1,2,B30,Sicilian Defense: Old Sicilian,120+0,Normal,16151
Rated Bullet game,1-0,2080,1630,2,-2,A40,Englund Gambit,120+0,Time forfeit,16156
Rated Bullet game,1-0,2050,2071,19,-14,A04,Zukertort Opening: Pirc Invitation,60+0,Time forfeit,16160
Rated Bullet game,0-1,1731,2057,-3,4,B07,Pirc Defense #5,60+0,Time forfeit,16172
Rated Bullet game,1-0,2061,1728,3,-3,B53,"Sicilian Defense: Modern Variations, Tartakower",60+0,Normal,16178
Rated Bullet game,1-0,2082,1568,1,-2,D31,Queen's Gambit Declined: Queen's Knight Variation,120+0,Normal,16181
Rated Bullet game,0-1,1746,2064,-3,4,B06,Modern Defense: Three Pawns Attack,60+0,Normal,16186
Rated Bullet game,1-0,2083,1806,5,-4,D07,"Queen's Gambit Refused: Chigorin Defense, Exchange Variation",120+0,Normal,16192
Rated Bullet game,1-0,2088,1802,5,-4,D07,"Queen's Gambit Refused: Chigorin Defense, Exchange Variation",120+0,Time forfeit,16200
Rated Bullet game,1-0,1798,2093,20,-23,B20,Sicilian Defense: Wing Gambit,120+0,Time forfeit,16206
Rated Bullet game,1/2-1/2,2069,2070,0,0,A04,Zukertort Opening: Sicilian Invitation,120+0,Normal,16215
Rated Bullet game,1-0,2070,2068,13,-13,A41,Queen's Pawn Game: Anglo-Slav Opening,60+0,Normal,16225
Rated Bullet game,1-0,2055,2083,14,-14,B40,Sicilian Defense: Smith-Morra Gambit Deferred,60+0,Time forfeit,16231
Rated Bullet game,1-0,2069,2069,13,-13,A41,Queen's Pawn Game: Anglo-Slav Opening,60+0,Normal,16238
Rated Bullet game,1-0,2069,1743,4,-3,A04,Zukertort Opening: Queen's Gambit Invitation,60+0,Normal,16240
Rated Bullet game,1-0,2056,2082,14,-14,B40,Sicilian Defense: Smith-Morra Gambit Deferred,60+0,Normal,16241
Rated Bullet game,1-0,2068,2070,13,-13,A41,Modern Defense,60+0,Normal,16247
Rated Bullet game,0-1,2057,2081,-11,11,B32,Sicilian Defense: Open #2,60+0,Time forfeit,16252
Rated Bullet game,1-0,2092,2046,11,-11,A41,Modern Defense,60+0,Normal,16259
Rated Bullet game,0-1,1500,2103,-20,1,B30,Sicilian Defense: Old Sicilian,120+0,Time forfeit,16379
Rated Bullet game,0-1,2012,2104,-8,10,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,60+0,Normal,16388
Rated Bullet game,1-0,2114,2004,8,-7,D80,Gruenfeld Defense,60+0,Normal,16395
Rated Bullet game,0-1,1997,2122,-7,8,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,60+0,Normal,16399
Rated Bullet game,1-0,2130,1990,8,-6,D80,Gruenfeld Defense,60+0,Time forfeit,16402
Rated Blitz game,1-0,2103,1862,5,-5,B23,Sicilian Defense: Closed Variation,180+0,Normal,16441
Rated Blitz game,0-1,1857,2108,-4,4,C96,"Ruy Lopez: Closed Variations, Closed Defense",180+0,Time forfeit,16448
Rated Bullet game,1-0,2111,1395,1,-1,A40,Horwitz Defense,120+0,Normal,16461
Rated Blitz game,0-1,1830,2112,-4,4,A45,Indian Game: Reversed Chigorin Defense,180+0,Normal,16462
Rated Bullet game,0-1,1706,2112,-3,2,C00,French Defense: Reti-Spielmann Attack,120+0,Time forfeit,16477
Rated Blitz game,1-0,2116,1826,4,-3,C55,Italian Game: Two Knights Defense,180+0,Normal,16482
Rated Bullet game,1-0,2114,1818,4,-4,D07,Queen's Gambit Refused: Chigorin Defense #2,120+0,Time forfeit,16489
Rated Bullet game,0-1,1657,2103,-2,2,A40,Queen's Pawn,120+0,Normal,16510
Rated Bullet game,1-0,2064,2073,13,-17,C00,Rat Defense: Small Center Defense,60+0,Normal,16515
Rated Bullet game,1-0,2049,2118,15,-15,B10,Caro-Kann Defense,60+0,Normal,16519
Rated Bullet game,1-0,2105,1594,1,-3,D04,Queen's Pawn Game: Colle System,120+0,Time forfeit,16528
Rated Bullet game,1-0,2106,1636,2,-2,D02,Queen's Pawn Game: Chigorin Variation,120+0,Time forfeit,16531
Rated Bullet game,1-0,2108,1771,4,-3,A40,Queen's Pawn,120+0,Normal,16539
Rated Bullet game,1-0,2077,2056,11,-15,C01,French Defense: Exchange Variation,60+0,Normal,16553
Rated Bullet game,1-0,2041,2088,18,-13,A04,Zukertort Opening: Pirc Invitation,60+0,Time forfeit,16563
Rated Bullet game,0-1,1837,2075,-5,5,B06,Modern Defense: Pseudo-Austrian Attack,60+0,Normal,16571
Rated Bullet game,1-0,2080,1832,5,-5,C40,Latvian Gambit,60+0,Time forfeit,16577
Rated Bullet game,0-1,1827,2085,-5,4,B06,Modern Defense,60+0,Normal,16585
Rated Bullet game,0-1,2089,2059,-13,17,C00,French Defense: Normal Variation,60+0,Time forfeit,16618
Rated Bullet game,1/2-1/2,2126,2112,-1,0,B11,Caro-Kann Defense,120+0,Normal,16621
Rated Bullet game,1-0,2076,2076,12,-15,B10,Caro-Kann Defense: Masi Variation,60+0,Normal,16632
Rated Bullet game,1-0,2061,1829,6,-5,A40,Horwitz Defense,120+0,Normal,16728
Rated Bullet game,0-1,1500,2112,-20,2,D15,Slav Defense: Schlechter Variation,120+0,Normal,16741
Rated Bullet game,1-0,1824,2067,17,-24,C00,French Defense: Knight Variation,120+0,Normal,16746
Rated Bullet game,0-1,1477,2114,-1,0,B10,Caro-Kann Defense,120+0,Time forfeit,16756
Rated Bullet game,0-1,1609,2050,-2,3,C00,French Defense: Knight Variation,120+0,Time forfeit,16913
Rated Bullet game,1-0,2053,1607,2,-2,A04,Zukertort Opening: Ross Gambit,120+0,Normal,16925
Rated Bullet game,0-1,1605,2055,-2,2,C00,French Defense: Knight Variation,120+0,Normal,16937
Rated Bullet game,1-0,2088,1751,3,-4,B01,Scandinavian Defense: Marshall Variation,60+0,Normal,16946
Rated Bullet game,1-0,1993,2114,34,-17,A13,English Opening: Agincourt Defense,120+0,Time forfeit,16950
Rated Bullet game,1-0,2097,2027,10,-19,A40,Horwitz Defense,120+0,Normal,16963
Rated Blitz game,1-0,2101,1939,8,-6,B00,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",180+0,Normal,16965
Rated Bullet game,0-1,1603,2107,-1,2,B10,Caro-Kann Defense,120+0,Normal,16972
Rated Bullet game,1-0,1984,2091,13,-16,D00,Queen's Pawn Game #2,60+0,Time forfeit,16978
Rated Bullet game,0-1,2075,1602,-23,24,C44,"Scotch Game: Goering Gambit, Double Pawn Sacrifice",60+0,Normal,16986
Rated Bullet game,0-1,1626,2052,-2,2,B50,Sicilian Defense,60+0,Normal,16994
Rated Bullet game,1-0,2054,2109,15,-16,B06,Modern Defense: Two Knights Variation,60+0,Normal,16996
Rated Bullet game,0-1,2069,1997,-15,13,B21,Sicilian Defense: Smith-Morra Gambit #2,60+0,Time forfeit,17005
Rated Bullet game,1-0,2010,2054,12,-14,B06,Modern Defense: Geller's System,60+0,Normal,17014
Rated Bullet game,1/2-1/2,2093,2052,-1,1,A41,Queen's Pawn,60+0,Time forfeit,17030
Rated Bullet game,0-1,2053,2092,-11,11,B13,Caro-Kann Defense: Exchange Variation,60+0,Time forfeit,17042
Rated Blitz game,1-0,2166,1410,1,0,A04,Zukertort Opening: Queen's Gambit Invitation,180+0,Normal,17053
Rated Bullet game,1-0,2103,1607,2,-2,D02,Queen's Pawn Game: Zukertort Variation,120+0,Normal,17055
Rated Bullet game,1-0,2105,1533,1,-1,A96,Dutch Defense: Classical Variation,120+0,Normal,17060
Rated Bullet game,0-1,1433,2106,-1,1,B00,Owen Defense,120+0,Normal,17071
Rated Blitz game,1-0,2167,1337,0,-4,A07,King's Indian Attack,180+0,Time forfeit,17080
Rated Bullet game,0-1,1575,2107,-6,1,A00,Van't Kruijs Opening,120+0,Time forfeit,17104
Rated Bullet game,0-1,1419,2108,-1,1,A00,Hungarian Opening: Slav Formation,120+0,Normal,17120
Rated Bullet game,1-0,1715,2051,21,-21,B07,Pirc Defense #4,60+0,Normal,17140
Rated Blitz game,1-0,2224,1791,3,-7,B56,Sicilian Defense: Modern Variations,240+0,Normal,17244
Rated Bullet game,1-0,2138,1799,3,-3,D07,"Queen's Gambit Refused: Chigorin Defense, Exchange Variation",120+0,Normal,17410
Rated Bullet game,1-0,2057,1702,4,-3,A06,Zukertort Opening: Old Indian Attack,60+0,Normal,17671
Rated Blitz game,1-0,2190,2077,9,-8,A40,Mikenas Defense,300+0,Normal,17952
Rated Blitz game,1-0,2069,2199,15,-18,C44,"Scotch Game: Goering Gambit, Double Pawn Sacrifice",300+0,Time forfeit,18019
Rated Bullet game,1-0,2061,1727,4,-3,A04,Zukertort Opening: Pirc Invitation,60+0,Time forfeit,18112
Rated Bullet game,0-1,1724,2065,-3,4,A40,Horwitz Defense,60+0,Time forfeit,18122
Rated Blitz game,1-0,2084,2181,14,-16,B22,Sicilian Defense: Alapin Variation,300+0,Time forfeit,18152
Rated Blitz game,0-1,1921,2098,-23,6,D02,Queen's Pawn Game: Chigorin Variation,300+0,Time forfeit,18215
Rated Blitz game,0-1,1521,2097,-1,2,C44,Irish Gambit,300+0,Time forfeit,18235
Rated Blitz game,1-0,2099,2005,20,-8,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",180+0,Time forfeit,18280
Rated Blitz game,0-1,1997,2104,-8,8,B00,St. George Defense,300+0,Normal,18548
Rated Blitz game,1-0,2088,1759,9,-3,C44,Ponziani Opening,300+0,Time forfeit,18829
Rated Bullet game,0-1,1773,2141,-3,3,B20,Sicilian Defense: Wing Gambit,120+0,Normal,18859
Rated Bullet game,1-0,2144,1825,3,-3,D35,Queen's Gambit Declined: Normal Defense,120+0,Time forfeit,18916
Rated Bullet game,1-0,2104,1846,4,-7,C37,"King's Gambit Accepted, Blachly Gambit",60+0,Normal,19087
Rated Bullet game,0-1,1839,2108,-6,5,A45,Trompowsky Attack,60+0,Normal,19088
Rated Bullet game,1-0,2113,1833,4,-6,B07,King's Pawn Game: Maroczy Defense,60+0,Time forfeit,19096
Rated Bullet game,0-1,1827,2117,-6,4,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",60+0,Time forfeit,19108
Rated Bullet game,0-1,2121,1821,-20,30,B01,Scandinavian Defense: Mieses-Kotroc Variation,60+0,Time forfeit,19115
Rated Blitz game,1-0,2097,1906,17,-6,B50,Sicilian Defense: Delayed Alapin,300+0,Normal,19154
Rated Blitz game,0-1,1900,2114,-5,14,D52,Queen's Gambit Declined,300+0,Normal,19180
Rated Blitz game,1-0,2128,1895,13,-5,B50,Sicilian Defense: Delayed Alapin,300+0,Normal,19200
Rated Blitz game,1-0,2141,1735,5,-4,B10,Caro-Kann Defense,300+0,Normal,19361
Rated Blitz game,1-0,2146,1731,6,-3,B10,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",300+0,Normal,19388
Rated Bullet game,1-0,2373,1218,0,0,A40,Horwitz Defense,60+0,Time forfeit,19893
Rated Bullet game,0-1,1494,2374,-5,2,A00,Saragossa Opening,60+0,Normal,19904
Rated Bullet game,1-0,2373,1218,0,0,D02,Queen's Pawn Game: Symmetrical Variation,60+0,Normal,19905
Rated Bullet game,0-1,1500,2373,-6,1,B07,Pirc Defense #4,60+0,Normal,19914
Rated Bullet game,0-1,2376,1662,-50,22,A00,Mieses Opening,60+0,Normal,20065
Rated Bullet game,0-1,2029,2109,-9,11,B13,Caro-Kann Defense: Exchange Variation,60+1,Normal,20080
Rated Bullet game,1-0,2120,2020,10,-8,D30,Semi-Slav Defense: Quiet Variation,60+1,Normal,20089
Rated Bullet game,1-0,2012,2130,15,-18,A12,"Reti Opening: Anglo-Slav Variation, Capablanca Variation",60+1,Time forfeit,20095
Rated Bullet game,1-0,2166,1500,2,-15,D31,Queen's Gambit Declined: Queen's Knight Variation,120+0,Time forfeit,20121
Rated Bullet game,1-0,2205,1895,9,-6,E17,"Queen's Indian Defense: Classical Variation, Polugaevsky Gambit",120+0,Normal,20143
Rated Bullet game,0-1,1992,2168,-29,9,B32,Sicilian Defense: Loewenthal Variation,120+0,Normal,20179
Rated Blitz game,1-0,2034,2136,14,-16,B01,Scandinavian Defense: Marshall Variation,300+3,Normal,20196
Rated Blitz game,1-0,2120,2048,10,-9,C65,Ruy Lopez: Berlin Defense,300+3,Normal,20230
Rated Blitz game,0-1,2039,2130,-8,9,B01,Scandinavian Defense: Marshall Variation,300+3,Normal,20233
Rated Bullet game,0-1,1786,2147,-3,3,B20,Sicilian Defense: Wing Gambit,120+0,Normal,20253
Rated Blitz game,0-1,2139,1935,-19,17,C63,"Ruy Lopez: Schliemann Defense, Classical Variation",180+3,Normal,20259
Rated Blitz game,0-1,1952,2120,-6,7,B01,Scandinavian Defense,180+3,Normal,20265
Rated Blitz game,1-0,1946,2127,17,-18,A00,Van Geet Opening: Gruenfeld Defense,180+3,Normal,20272
Rated Bullet game,0-1,1480,2177,-11,2,D30,Queen's Gambit Declined,120+0,Time forfeit,20282
Rated Blitz game,1-0,2109,1963,8,-7,B00,Nimzowitsch Defense: Kennedy Variation,180+3,Normal,20284
Rated Blitz game,0-1,1956,2117,-7,7,C87,"Ruy Lopez: Closed Variations, Averbakh Variation",180+3,Normal,20293
Rated Blitz game,0-1,1949,2124,-6,6,C96,"Ruy Lopez: Closed Variations, Closed Defense",180+0,Time forfeit,20309
Rated Bullet game,0-1,1794,2150,-3,3,B32,Sicilian Defense: Loewenthal Variation,120+0,Normal,20329
Rated Bullet game,0-1,1783,2153,-3,3,B20,Sicilian Defense: Wing Gambit,120+0,Time forfeit,20355
Rated Blitz game,0-1,1839,2152,-4,8,C01,French Defense: Mediterranean Defense,300+0,Normal,20470
Rated Bullet game,1-0,2112,1559,1,-1,A40,"Englund Gambit Declined, Reversed Alekhine",120+0,Normal,20503
Rated Bullet game,0-1,1558,2113,-1,1,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",120+0,Time forfeit,20512
Rated Bullet game,1-0,2114,2179,16,-21,A04,Zukertort Opening: Sicilian Invitation,120+0,Normal,20526
Rated Classical game,1-0,2160,1815,7,-3,B01,Scandinavian Defense: Modern Variation #2,300+5,Normal,20535
Rated Bullet game,0-1,1993,2158,-6,10,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,120+0,Time forfeit,20540
Rated Bullet game,0-1,2168,1987,-26,15,D80,Gruenfeld Defense,120+0,Time forfeit,20555
Rated Classical game,0-1,1812,2167,-3,6,B02,"Alekhine Defense: Two Pawn Attack, Lasker Variation",300+5,Normal,20565
Rated Bullet game,0-1,1391,2130,0,1,A00,Hungarian Opening: Slav Formation,120+0,Time forfeit,20599
Rated Bullet game,0-1,1622,2131,-1,1,B10,Caro-Kann Defense,120+0,Normal,20613
Rated Blitz game,1-0,2173,1871,8,-3,B01,Scandinavian Defense: Modern Variation #2,300+0,Normal,20647
Rated Bullet game,0-1,1557,2132,-1,1,B15,Caro-Kann Defense: Main Line,120+0,Normal,20657
Rated Bullet game,1-0,2133,1646,2,-1,A40,Modern Defense,120+0,Time forfeit,20666
Rated Bullet game,1-0,2135,1563,1,-1,D02,Queen's Pawn Game: Zukertort Variation,120+0,Normal,20683
Rated Bullet game,0-1,1263,2136,0,0,D10,Slav Defense: Exchange Variation,120+0,Normal,20692
Rated Bullet game,1-0,2136,1826,5,-3,A43,Old Benoni Defense,60+0,Time forfeit,20699
Rated Bullet game,0-1,1823,2141,-4,4,D15,Slav Defense: Schlechter Variation,60+0,Time forfeit,20709
Rated Bullet game,1-0,2145,1819,4,-3,A43,Old Benoni Defense,60+0,Time forfeit,20714
Rated Bullet game,0-1,1412,2149,-1,1,B10,Caro-Kann Defense,120+0,Normal,20773
